cpg,beta,p
cg01673454,-0.912330904,1.96858E-05
cg06065657,1.186462157,1.96901E-05
cg20807111,1.085139887,1.96904E-05
cg14601560,-0.953829186,1.96942E-05
cg21959598,-0.809154808,1.97008E-05
cg27022678,-1.053651755,1.97053E-05
cg12194929,-1.003349843,1.97083E-05
cg22736079,1.101526562,1.97092E-05
cg07362625,0.973891404,1.97139E-05
cg00288376,0.971106311,1.97152E-05
cg25436684,-0.983038933,1.97179E-05
cg24065807,-0.892972709,1.9721E-05
cg14736373,-0.960834254,1.97216E-05
cg08746785,-0.937298404,1.97331E-05
cg05048976,0.828874031,1.97341E-05
cg12079322,0.881896648,1.9736E-05
cg21016902,1.037171677,1.97419E-05
cg24300924,-1.059769836,1.97466E-05
cg08758174,-0.967403418,1.97547E-05
cg21295838,-0.94858345,1.97586E-05
cg10979742,1.026726906,1.97596E-05
cg08992687,0.896733085,1.97605E-05
cg23212642,0.98703733,1.97606E-05
cg24773418,0.900245218,1.9761E-05
cg17688381,0.907179799,1.97629E-05
cg03634592,1.143760178,1.97653E-05
cg27582168,-0.857370182,1.977E-05
cg16424326,1.142066995,1.97714E-05
cg26616711,-1.034892301,1.97743E-05
cg00753286,0.94301964,1.97745E-05
cg23372677,-1.183146207,1.97787E-05
ch.11.50107818R,-0.895464577,1.97819E-05
cg12232835,0.932909748,1.97875E-05
cg06864391,-0.929804304,1.97921E-05
cg16717398,0.962652465,1.97938E-05
cg00403478,-0.922388651,1.97942E-05
cg02210067,-1.016055362,1.97943E-05
cg25095171,0.983098039,1.97984E-05
cg21546300,0.951686409,1.97998E-05
cg19974227,-0.949407236,1.98065E-05
cg02086493,-0.910627409,1.98077E-05
cg07660811,-1.101405759,1.98082E-05
cg11813810,-0.885039442,1.98095E-05
cg03402775,1.126957366,1.98144E-05
cg00981552,0.866896839,1.98164E-05
cg10375884,-1.050871441,1.98176E-05
cg09164670,-0.877613386,1.98259E-05
cg15625467,-0.947446171,1.98281E-05
cg06188083,-1.167358089,1.98341E-05
cg13671601,1.142909866,1.98393E-05
cg01309342,-0.953851951,1.98399E-05
cg04946535,-0.99961877,1.98421E-05
cg00852768,0.94938657,1.98436E-05
cg09417547,-0.772214735,1.98438E-05
cg17330295,-0.978042874,1.98698E-05
cg24489237,-0.858887161,1.98731E-05
cg14697835,0.942511754,1.98734E-05
cg27662220,1.003410527,1.9883E-05
cg15182360,0.977470161,1.98835E-05
cg15814508,-0.876785911,1.98885E-05
cg04882175,-1.008276333,1.98937E-05
cg04540882,0.965651138,1.99046E-05
cg06291334,0.946325694,1.99062E-05
cg17701035,1.008145198,1.99087E-05
cg00620824,-0.939318326,1.99119E-05
cg21881821,0.874178357,1.99136E-05
cg11949420,1.011887885,1.9914E-05
cg13091456,-0.984979267,1.99152E-05
cg10441828,0.950193809,1.99187E-05
cg10948340,1.00939515,1.99191E-05
cg24950336,-1.151540914,1.99285E-05
cg15211621,-0.991594239,1.99363E-05
cg01515802,0.856458778,1.99373E-05
cg01870665,-0.970659654,1.99416E-05
cg10894441,0.987141582,1.99455E-05
cg23448054,1.152902447,1.99485E-05
cg21229179,1.041347009,1.99535E-05
cg05780577,0.989383783,1.99604E-05
cg17634588,-0.937932976,1.99686E-05
cg01613048,0.916083693,1.99737E-05
cg27653831,0.986565927,1.99806E-05
cg07601672,1.054194064,1.99881E-05
cg05335186,-1.144377658,1.9995E-05
cg17720614,1.064881559,1.99962E-05
cg11952604,1.100207139,1.9998E-05
cg03514404,0.807186678,1.99996E-05
cg12900929,0.943892696,2.00102E-05
cg08523325,-0.925514653,2.00115E-05
cg08998192,-0.934370563,2.00121E-05
cg14236855,0.965605195,2.00179E-05
cg23160717,1.166525216,2.00225E-05
cg18874425,-0.884016784,2.00241E-05
cg18955629,0.936675252,2.00249E-05
cg11849302,-1.115911044,2.00249E-05
cg05056989,0.902675577,2.00252E-05
cg05011232,-0.901083024,2.00294E-05
cg01804382,-0.898336394,2.00311E-05
cg14465028,-1.083948068,2.00359E-05
cg08912146,1.20481644,2.00434E-05
cg25986240,1.109201671,2.0047E-05
cg07294870,-1.031100597,2.00493E-05
cg26890010,-0.998615073,2.00496E-05
cg04195340,-1.229781276,2.00502E-05
cg04902856,-1.001321835,2.00516E-05
cg02054457,0.71689055,2.00517E-05
cg24812891,0.995807687,2.00519E-05
cg01344273,1.083798209,2.0053E-05
cg08342675,-1.080219644,2.00548E-05
cg15934090,0.956231418,2.00574E-05
cg00716961,-1.296510838,2.00605E-05
cg20559816,-1.003402989,2.00644E-05
cg17322396,-1.097011181,2.00695E-05
cg14704270,1.056830271,2.00752E-05
cg07543830,-1.03420284,2.00757E-05
cg10737663,1.111397822,2.0076E-05
cg19592439,-1.100106156,2.00788E-05
cg07719492,0.954349386,2.00836E-05
cg21459739,-0.957836951,2.00916E-05
cg22888848,-0.86256441,2.01031E-05
cg17675150,0.935067533,2.0107E-05
cg10453230,1.017470321,2.01261E-05
ch.9.122161992R,-0.806095406,2.01273E-05
cg06236976,-1.174358598,2.01345E-05
cg22542632,-1.04639351,2.01354E-05
cg21037943,-0.964707478,2.0138E-05
ch.2.729349R,-0.881897078,2.01412E-05
cg10308961,1.001148828,2.01456E-05
cg15301316,1.058227553,2.01457E-05
cg02631951,1.092682006,2.01465E-05
cg20639332,-1.296471324,2.01466E-05
cg17985646,1.05681662,2.01468E-05
cg05665581,0.978653006,2.01473E-05
cg00150737,0.905001382,2.01526E-05
cg14929805,-1.059423474,2.01542E-05
cg25204094,0.978073298,2.0155E-05
cg23114771,-0.911451762,2.01551E-05
cg21497082,-1.048028203,2.01687E-05
cg15162335,-0.847807358,2.01782E-05
cg05977002,-1.16211845,2.01788E-05
cg13941826,-1.013822343,2.01824E-05
cg23942789,0.916626294,2.01836E-05
cg19228966,-1.077170783,2.01947E-05
cg12022294,0.98987475,2.01954E-05
cg08763433,-0.831505128,2.01955E-05
cg15974416,0.942595162,2.01966E-05
cg12063947,-0.841325311,2.01981E-05
cg08180261,0.986281823,2.02053E-05
cg10043137,-0.994546311,2.02068E-05
cg19213167,-1.010903802,2.02216E-05
cg06549777,0.910618668,2.02256E-05
cg15850851,-0.990203655,2.0227E-05
cg19765038,-0.95578441,2.02323E-05
cg27225658,-0.91125007,2.02335E-05
cg11287400,0.942454719,2.02354E-05
cg08645980,-1.215546136,2.02361E-05
cg01631375,-0.993762253,2.02362E-05
cg17704177,0.846149434,2.02434E-05
cg06807579,0.966404689,2.02439E-05
cg04322363,-0.786276548,2.02468E-05
cg01922090,-0.973986535,2.02469E-05
cg19679081,-1.014683338,2.02481E-05
cg14200826,-1.042004203,2.02568E-05
cg07501729,1.012012931,2.02608E-05
cg07099991,-1.110432432,2.02614E-05
cg16727923,0.958691322,2.02654E-05
cg11467738,1.049567131,2.02688E-05
cg07602200,-0.841989309,2.02732E-05
cg22459924,-1.013924353,2.02805E-05
cg04240589,1.183469618,2.02814E-05
cg07360644,-0.988741079,2.02877E-05
cg04217776,1.009580513,2.03018E-05
cg11748650,0.867567955,2.03055E-05
cg13405293,1.079178669,2.03086E-05
cg27112525,0.891190103,2.03157E-05
cg04238737,-0.841835295,2.03266E-05
cg06521597,1.186119597,2.03329E-05
cg12740267,-0.969231919,2.03338E-05
cg13445891,-0.969720182,2.0336E-05
cg10911889,1.020628989,2.03409E-05
cg12090003,-0.917592797,2.03443E-05
cg07701049,-1.04746236,2.03475E-05
cg24983523,-1.139417472,2.03568E-05
cg13424022,1.106960379,2.03684E-05
cg05628771,-1.07139953,2.0373E-05
cg09112760,-1.027735752,2.0373E-05
cg02493904,0.880108833,2.03747E-05
cg13600716,-0.990123617,2.03753E-05
cg09925166,-0.97022523,2.03834E-05
cg06159296,0.951114926,2.03978E-05
cg21275663,-0.813165338,2.04015E-05
cg05066621,0.894027633,2.04071E-05
cg03560363,1.041764085,2.04079E-05
cg13405775,-0.928834901,2.04105E-05
cg07225598,-0.777999901,2.04167E-05
cg02262987,1.000779608,2.04175E-05
cg09515229,-0.932894997,2.04175E-05
cg03884238,1.053861273,2.04196E-05
cg27629776,-1.283457071,2.04199E-05
cg04942832,0.999812743,2.04256E-05
cg02847140,0.93593848,2.04264E-05
cg25734198,-0.997367524,2.04295E-05
cg24869667,-1.086373177,2.04372E-05
cg20070090,-1.185351267,2.04383E-05
cg05789702,-1.012815438,2.04422E-05
cg15648239,0.907846859,2.04468E-05
cg26695257,-1.1767136,2.04623E-05
cg25408950,-0.774448867,2.04647E-05
cg09259595,0.950122273,2.04658E-05
cg21196724,-1.194122652,2.04675E-05
cg16734875,-0.837360044,2.04697E-05
cg11425754,-0.999173895,2.04718E-05
cg20781438,1.156827807,2.0472E-05
cg08476837,1.16923645,2.0475E-05
cg07362278,0.879154077,2.04754E-05
cg02434381,-0.826065481,2.04766E-05
cg13341668,-1.064375329,2.04791E-05
cg02582619,1.215725953,2.04835E-05
cg10832476,-1.075406868,2.04907E-05
cg05311626,0.986412227,2.04962E-05
cg10109590,-1.15495625,2.04965E-05
cg14212953,-1.212401641,2.04965E-05
cg24023157,-1.116488223,2.04998E-05
cg06493334,-1.058462965,2.05009E-05
cg17202313,0.922281859,2.05083E-05
cg04748223,-1.039249384,2.05133E-05
cg23009452,0.970785898,2.05153E-05
cg04347517,-1.152994541,2.05213E-05
cg13398027,-1.027252057,2.05235E-05
cg07097295,-0.867042779,2.05274E-05
cg27083825,-1.123035406,2.05302E-05
cg20454620,-0.870554948,2.0535E-05
cg17204510,-0.897400963,2.05417E-05
cg21370986,1.540657401,2.05418E-05
cg12728516,-0.93275306,2.0543E-05
cg06425919,0.896925461,2.05451E-05
cg00578252,-1.109412073,2.05478E-05
cg23413924,0.708760738,2.05549E-05
cg06422883,0.820324084,2.0559E-05
cg15608301,-0.892443462,2.05637E-05
cg00580230,1.050592244,2.0566E-05
cg03790324,-1.07474624,2.057E-05
cg04798676,-0.972193309,2.05714E-05
cg03996195,0.99655676,2.05764E-05
cg01045611,-1.073445217,2.05768E-05
cg01834064,-1.062783556,2.05827E-05
cg09508119,1.052721401,2.0592E-05
cg08194979,-1.013400726,2.0605E-05
cg23526104,-0.999338682,2.0616E-05
cg03705912,0.830976548,2.06181E-05
cg22559218,1.005717672,2.06268E-05
cg17172569,1.199262018,2.06306E-05
cg12303470,-1.115171217,2.06353E-05
cg19554461,-1.020894098,2.06376E-05
cg11841450,1.150201359,2.06442E-05
cg08858210,1.005740835,2.06455E-05
cg16263722,1.115047269,2.06471E-05
cg08176609,-0.82317438,2.06576E-05
cg09429529,-1.195938548,2.06642E-05
cg13206735,-0.947244543,2.0667E-05
cg15891747,0.983878226,2.06681E-05
cg00209038,1.018059511,2.06693E-05
cg02182185,0.895590943,2.06763E-05
cg11711501,-1.110014235,2.06804E-05
cg07577499,-1.108356414,2.06833E-05
cg03885144,-0.921104303,2.06851E-05
cg10917153,0.939972069,2.06883E-05
cg14203525,-0.994782687,2.0689E-05
cg06568783,1.089800723,2.06969E-05
cg26430074,1.023864425,2.06988E-05
cg21813265,-1.127628803,2.07E-05
cg13023677,-1.021547667,2.07005E-05
cg01034754,-1.306787559,2.07037E-05
cg20692197,0.943171173,2.07059E-05
cg00807235,-0.993116199,2.0706E-05
cg12315302,-0.819769104,2.07111E-05
cg05764422,-0.938284335,2.07187E-05
cg21005948,0.81860805,2.07218E-05
cg04723343,-0.907319722,2.07268E-05
cg22615819,-1.058917606,2.073E-05
cg07904073,-0.8527524,2.07319E-05
cg14256493,-1.502049599,2.07347E-05
cg23817672,-1.399990521,2.07377E-05
cg08839020,-1.152499014,2.0738E-05
cg17340957,-0.919136406,2.07389E-05
cg15678861,0.966729536,2.07442E-05
cg13191352,-0.954405741,2.07457E-05
cg03118960,1.086700915,2.0747E-05
cg01792616,1.101399671,2.07513E-05
cg02520399,1.083802672,2.07529E-05
cg02843201,0.934810458,2.07533E-05
cg11257240,-0.996667105,2.07555E-05
cg04774043,-1.012989207,2.07664E-05
cg09852439,-0.952836407,2.07705E-05
cg23322432,1.194640187,2.07731E-05
cg04084187,0.958924107,2.07748E-05
cg07485357,-1.055529939,2.07749E-05
cg11608893,-1.141508275,2.07762E-05
cg03423149,1.182559564,2.0782E-05
cg01766191,1.055211692,2.07873E-05
cg19600750,0.866281988,2.07886E-05
cg16948775,1.003341757,2.07924E-05
cg01779447,-0.866457164,2.07928E-05
cg14201291,0.96328543,2.07954E-05
cg25131247,-1.070947995,2.0796E-05
cg15243597,-1.034760114,2.08053E-05
cg23220435,-1.087577589,2.0807E-05
cg23391324,0.883728392,2.08125E-05
cg13892647,-0.890094038,2.08172E-05
cg19272663,-0.912898765,2.08262E-05
cg12868312,1.157198409,2.08295E-05
cg16899351,-1.205337358,2.08309E-05
cg21768956,-0.93568361,2.08408E-05
cg05529097,-1.033266266,2.08456E-05
cg20467502,-1.175343467,2.08461E-05
cg22809726,-0.910882121,2.08507E-05
cg14308254,-0.972315235,2.08577E-05
cg06626087,-0.99189435,2.08594E-05
cg11637976,1.049947271,2.08686E-05
cg08772265,-1.205088618,2.08706E-05
cg13790576,0.91521075,2.08712E-05
cg23851932,1.01266172,2.08721E-05
cg17775989,-1.057721186,2.08729E-05
cg22674793,1.093197413,2.08781E-05
cg16545196,-0.894291352,2.08798E-05
cg18009321,-0.8594434,2.08802E-05
cg04859726,0.92060356,2.08816E-05
cg05374718,1.200418131,2.08827E-05
cg14944578,-0.966598328,2.0884E-05
cg11908570,1.159805599,2.08866E-05
cg04449785,0.987858721,2.08884E-05
cg23551198,1.068391306,2.0895E-05
cg09010156,-1.110303101,2.08968E-05
cg20041597,-0.961295544,2.09127E-05
cg24422797,0.949365218,2.09158E-05
cg05999005,0.886903076,2.09175E-05
cg10386083,-1.140558373,2.09274E-05
cg25032595,0.782526126,2.09386E-05
cg14762024,1.000260204,2.09412E-05
cg17440757,-0.831486723,2.0948E-05
cg07196761,-0.95796479,2.09537E-05
cg20980653,-0.893604558,2.0955E-05
cg01519299,0.913405167,2.09595E-05
cg09921371,-0.865299395,2.09628E-05
cg20422505,1.088258689,2.09633E-05
cg13175480,0.963813929,2.09703E-05
cg00204465,-1.007376089,2.09706E-05
cg02058267,0.841162803,2.09712E-05
cg02881369,0.770410569,2.09796E-05
cg24782949,0.965957449,2.09819E-05
cg07506916,-1.418632505,2.09821E-05
cg15242048,-1.1144689,2.09872E-05
cg22659681,-1.456888172,2.09923E-05
cg26870941,0.947010691,2.09944E-05
cg01174859,-1.099682285,2.09947E-05
cg06820990,-1.007412892,2.1002E-05
cg23181142,-0.955610102,2.10054E-05
cg21162351,0.983988827,2.10057E-05
cg18545424,0.896665263,2.10059E-05
cg15719903,-0.753405964,2.10071E-05
cg23199238,-0.967469687,2.1018E-05
cg01647314,1.095425618,2.10208E-05
cg15685943,1.203109158,2.1024E-05
cg18064787,1.149408974,2.10261E-05
cg01470551,0.981200099,2.10272E-05
cg05798523,-0.859056201,2.10283E-05
cg13541146,-1.145820789,2.103E-05
cg17422836,1.154329648,2.10389E-05
cg13050766,-0.974081094,2.10484E-05
cg01088410,0.925691655,2.1049E-05
cg09150212,-0.960671688,2.1051E-05
cg08873353,1.065368223,2.10643E-05
cg00793181,0.992486582,2.10643E-05
cg13402217,-1.094412905,2.10678E-05
cg09230376,1.038893389,2.10858E-05
cg11635074,1.092175981,2.10871E-05
cg18755581,1.033970359,2.109E-05
cg22833292,0.906461001,2.10929E-05
cg18736448,-0.798294748,2.10981E-05
cg12804420,-0.921189228,2.11005E-05
cg04494873,0.986660953,2.11079E-05
cg27306680,0.980757484,2.11126E-05
cg10386483,1.105041688,2.11176E-05
cg21724798,0.99170146,2.11198E-05
cg18866015,0.806430129,2.11227E-05
cg14872074,-0.933156191,2.11237E-05
cg12025821,1.147196165,2.11282E-05
cg17264670,0.926512586,2.11325E-05
cg10034481,-0.967295364,2.11405E-05
cg24336686,-1.008438093,2.11434E-05
cg19650814,-0.890157833,2.11438E-05
cg00009412,-0.915667511,2.1145E-05
cg04704085,-1.03512351,2.11455E-05
cg10516204,-0.948196382,2.11459E-05
cg14227032,-1.069310603,2.11462E-05
cg14314653,-1.111328013,2.11539E-05
cg26932054,-1.240075527,2.11542E-05
cg16683160,-0.985829732,2.11557E-05
cg02028297,1.088149304,2.11581E-05
cg06483739,1.025439961,2.11581E-05
cg14237567,1.182752279,2.11583E-05
cg18372930,-1.064483966,2.11594E-05
cg09465698,-1.00029393,2.11613E-05
cg10612285,0.94783581,2.11696E-05
cg25022611,0.806280647,2.11739E-05
cg00661010,-1.095097315,2.11787E-05
cg25808906,1.169196006,2.11878E-05
ch.12.859106F,-0.886988749,2.11897E-05
cg10435816,-0.987109175,2.12E-05
cg15239628,-0.890185707,2.12052E-05
cg24873388,-0.776519436,2.12062E-05
cg05970314,0.982937417,2.12135E-05
cg10363885,-1.048651488,2.12169E-05
cg25217313,-1.029742496,2.12193E-05
cg02338889,-0.962999864,2.12299E-05
cg08641579,0.831784185,2.12299E-05
cg17439800,-0.782661073,2.12361E-05
cg15998195,1.057708747,2.12365E-05
cg14309501,0.970385484,2.12386E-05
cg03640051,-0.787150715,2.12404E-05
cg14758556,-0.899122901,2.1241E-05
cg16713889,-0.907359804,2.12457E-05
cg21219398,0.994506624,2.12458E-05
cg12075964,0.957210364,2.1247E-05
cg24770927,1.161945438,2.1255E-05
cg02410959,-1.132613626,2.12572E-05
cg04091078,-0.965396015,2.12574E-05
cg27215916,1.001583412,2.12597E-05
cg15633107,-0.999637342,2.12621E-05
cg02672759,-1.12937063,2.12667E-05
cg10626391,0.948421257,2.12668E-05
cg24630566,-0.856761412,2.12686E-05
cg23350558,-1.007896915,2.12761E-05
cg16049707,1.145771859,2.12807E-05
cg20036162,0.851179704,2.12826E-05
cg02793854,1.009249146,2.12909E-05
cg26453169,-0.848711525,2.12968E-05
cg04879876,1.076474454,2.12997E-05
cg06739866,-0.896945246,2.13026E-05
cg04267526,1.045140061,2.13057E-05
cg25927529,-1.230112025,2.1306E-05
cg19521511,-1.344944277,2.13081E-05
cg24958765,-0.903594073,2.13082E-05
cg12365667,-0.999464769,2.13086E-05
cg04507515,-1.007127167,2.13131E-05
cg19566506,-1.160292054,2.13233E-05
cg10953655,-0.979780761,2.13234E-05
cg08576864,-1.02209529,2.13244E-05
cg22162848,-1.689772068,2.13248E-05
cg14104635,-0.949240936,2.13251E-05
cg08459553,-1.065040238,2.13262E-05
cg00550498,1.022765279,2.13297E-05
cg08854366,-0.925733369,2.13306E-05
cg15108334,-0.886861946,2.13327E-05
cg16104481,-0.852160081,2.13362E-05
cg16446783,-0.991525273,2.13387E-05
cg27247702,1.003326725,2.13395E-05
cg18075317,-1.107568146,2.13409E-05
cg06246646,1.072018845,2.13417E-05
cg24973755,0.952909338,2.13436E-05
cg07034362,0.921501429,2.13527E-05
cg13717684,-1.021840164,2.13553E-05
cg08326515,0.985983929,2.13618E-05
cg26421181,-0.990576008,2.13626E-05
cg03016153,-0.826906192,2.13632E-05
cg23937078,-0.94312587,2.13643E-05
cg25641223,0.882443249,2.13672E-05
cg00598235,-1.180804912,2.13691E-05
cg12705326,1.103390753,2.13701E-05
cg01261351,0.969458908,2.13745E-05
cg25818292,0.938601105,2.1379E-05
cg12825470,0.984857538,2.13811E-05
cg09364988,-1.088380996,2.13829E-05
cg11217193,0.885509155,2.13836E-05
cg19032271,1.024203085,2.13879E-05
cg03635225,0.962815817,2.1393E-05
cg19626078,1.184647811,2.13945E-05
cg25278187,-0.951595909,2.13945E-05
cg14093720,1.02675024,2.14012E-05
cg13973820,1.037199373,2.14079E-05
cg08861722,0.909614931,2.14169E-05
cg14656441,-0.838178484,2.14186E-05
cg25943588,0.97690306,2.14199E-05
cg03760839,0.914715933,2.1423E-05
cg16472210,0.934380432,2.1424E-05
cg20748073,0.940576174,2.14258E-05
cg07632148,1.288872129,2.14324E-05
cg07215975,-0.874831033,2.14328E-05
cg02383785,0.738190086,2.14341E-05
cg09345153,-1.099387945,2.14456E-05
cg08626543,-1.087106614,2.14461E-05
cg07823585,0.909623069,2.14492E-05
cg13678973,1.146382279,2.14495E-05
cg20835789,-0.855349204,2.14507E-05
cg09734380,0.891489424,2.14606E-05
cg20575848,-0.824329845,2.14678E-05
cg01963897,-0.949564503,2.14719E-05
cg08944563,0.919960957,2.14737E-05
cg09331409,-0.930317752,2.14744E-05
cg27051453,-1.060956758,2.14763E-05
cg09460159,1.278848539,2.14777E-05
cg22075924,1.139410375,2.14787E-05
cg19907331,0.981019148,2.14794E-05
cg23785940,1.025941763,2.14813E-05
cg12196294,-0.877219818,2.14861E-05
cg02825171,0.898086965,2.1487E-05
cg11720358,-0.994024259,2.14877E-05
cg07204747,1.078020841,2.14879E-05
cg22022001,-0.975855314,2.14914E-05
cg00554969,0.879784637,2.14937E-05
cg00818822,-1.014022608,2.14939E-05
cg23164327,0.985107389,2.15008E-05
cg07971636,0.9278719,2.15071E-05
cg19209269,-0.953195912,2.15072E-05
cg01756638,1.077628321,2.15259E-05
cg06705591,-0.988601059,2.15274E-05
cg12401343,1.019068963,2.15299E-05
cg00593773,-0.878375352,2.15326E-05
cg14868550,0.833221351,2.15361E-05
cg03256884,1.116082447,2.15367E-05
cg26169320,1.32607431,2.15458E-05
cg12042787,0.84839452,2.15503E-05
cg11805559,-1.294300361,2.15516E-05
cg07984515,-0.897788281,2.15531E-05
cg07376527,0.992259122,2.15617E-05
cg01850449,1.037785979,2.15628E-05
cg03552398,0.917086822,2.1564E-05
cg08839858,0.875142678,2.15668E-05
cg03717198,0.955539342,2.15686E-05
cg25701100,-0.810073082,2.15718E-05
cg16441144,-0.854734753,2.15746E-05
cg10581811,0.941268906,2.15754E-05
cg26674361,-1.066812259,2.15761E-05
cg05210266,0.792931292,2.15794E-05
cg02346563,0.885184126,2.15804E-05
cg22532234,1.150120841,2.1581E-05
cg12989020,1.042410072,2.15845E-05
cg12415237,-1.275784946,2.15852E-05
cg01447254,-1.242059309,2.15916E-05
cg01184520,-0.810719671,2.15925E-05
cg00055073,-0.905518557,2.15929E-05
cg20051795,-1.027272439,2.15944E-05
cg06371632,1.061609165,2.15965E-05
cg04744755,-0.842800155,2.1598E-05
cg25332502,1.128737859,2.16007E-05
cg15757022,0.900861647,2.16055E-05
cg04285130,-1.118662099,2.16074E-05
cg03051384,1.028946217,2.16083E-05
cg13376104,1.094900248,2.1614E-05
cg19528502,-0.89788515,2.16208E-05
cg00009292,-1.073866736,2.1622E-05
cg23448348,1.054299739,2.16229E-05
cg20536716,0.961127532,2.16233E-05
cg06853376,0.873332241,2.16239E-05
cg05908480,0.919252175,2.16245E-05
cg12464148,-0.928362124,2.1638E-05
cg11387340,-0.868980247,2.16383E-05
cg17631779,-0.961847458,2.16416E-05
cg09544878,1.115398175,2.16457E-05
cg03931416,-0.849733234,2.16512E-05
cg15606745,-1.255389137,2.16527E-05
cg23984674,-0.958923459,2.16558E-05
cg07113322,1.070405254,2.16569E-05
cg14655101,-1.088366731,2.16632E-05
cg17127329,-0.775773877,2.16672E-05
cg02493040,1.174128099,2.16722E-05
cg00759741,-1.056684294,2.16748E-05
cg03325522,-1.075817306,2.16824E-05
cg26232328,1.060159279,2.16858E-05
cg00420847,-1.061318418,2.16898E-05
cg02420480,-0.919724532,2.169E-05
cg24123355,1.032860141,2.1701E-05
cg04056774,-1.217939598,2.17014E-05
cg14744022,0.987864663,2.17022E-05
cg21509130,1.124457496,2.17032E-05
cg19959648,1.157909861,2.17032E-05
cg23017574,1.021970679,2.17034E-05
cg02190597,-0.925768063,2.17058E-05
cg06407663,1.055159067,2.17096E-05
cg22209445,-1.237127098,2.17125E-05
cg05177685,-0.952597709,2.17157E-05
cg07594474,0.89322323,2.1716E-05
cg18547942,1.071325342,2.17216E-05
cg20080580,0.974527241,2.17234E-05
cg13228314,0.938565624,2.17265E-05
cg01112784,0.922123124,2.17266E-05
cg22290648,0.868246511,2.1731E-05
cg19811761,0.9412869,2.17314E-05
cg01551350,1.169995558,2.17348E-05
cg20579065,1.058396394,2.17353E-05
cg15261499,1.032290804,2.17387E-05
cg17607231,-0.992543486,2.17429E-05
cg14175593,-0.988548392,2.17446E-05
cg01873391,-0.96245494,2.17464E-05
cg27181295,1.058488834,2.17571E-05
cg12613344,0.969301727,2.17611E-05
cg27382247,1.047673081,2.17614E-05
cg08350962,1.082914365,2.17624E-05
cg10820587,-0.993249572,2.17651E-05
cg09638930,-0.926891045,2.17673E-05
cg19352507,-1.062044627,2.17702E-05
cg12898019,-0.831983212,2.17717E-05
cg05170582,0.875704378,2.17765E-05
cg13360871,1.083556322,2.17778E-05
cg08119607,1.10848204,2.17845E-05
cg20431092,1.026861041,2.1796E-05
cg02288564,-1.097617319,2.17983E-05
cg19275779,1.006983186,2.17991E-05
cg10007075,-1.040140704,2.18048E-05
cg00892255,0.900321715,2.18115E-05
cg24100671,-0.934796181,2.18162E-05
cg20355486,-1.049976725,2.1822E-05
cg16736889,-0.852573136,2.18243E-05
cg11603030,-0.994732729,2.18361E-05
cg20307448,-0.968620309,2.18371E-05
cg08740477,-0.961001797,2.1841E-05
cg11756336,-1.273533896,2.18432E-05
cg13753067,-1.079575987,2.18433E-05
cg11106161,-0.860362573,2.18441E-05
cg18554773,1.07899618,2.18452E-05
cg07656751,-1.051353098,2.18503E-05
cg04104695,0.937371864,2.18555E-05
cg16407947,-0.905159798,2.18564E-05
cg12851190,0.984996233,2.18566E-05
ch.1.620704R,-0.959976344,2.18682E-05
cg00698413,-0.984060784,2.18758E-05
cg07359183,-1.114012852,2.18792E-05
cg07558894,0.888268621,2.18802E-05
cg16384957,-1.056997537,2.18877E-05
cg03848697,1.050277098,2.18917E-05
cg07350210,0.919750758,2.18952E-05
cg20559600,-0.830123267,2.18984E-05
cg20483324,0.99780227,2.19012E-05
cg07605620,-1.003372547,2.19018E-05
cg17655624,1.122830723,2.19086E-05
cg09307104,-0.928385,2.1916E-05
cg01561864,1.260989352,2.19204E-05
cg22502459,-0.925117661,2.19257E-05
cg13566430,1.020854626,2.1931E-05
cg15322963,-0.963196763,2.19422E-05
cg01211041,0.936860404,2.19429E-05
cg22135752,1.228289032,2.19464E-05
cg15702949,1.073348316,2.19516E-05
cg26572233,-0.969277952,2.19523E-05
cg00363465,1.01699074,2.19572E-05
cg08313406,-0.829427388,2.19607E-05
cg09418519,-0.850244907,2.19618E-05
cg17437218,0.923608002,2.19622E-05
cg14500375,-0.942372426,2.19813E-05
cg14433037,-0.955071296,2.19996E-05
cg05718884,-0.945848217,2.20032E-05
cg15988345,-1.129678714,2.20071E-05
cg01534506,1.003072414,2.20117E-05
cg10919177,1.082582208,2.20117E-05
cg06642945,-1.2735477,2.2015E-05
cg17302896,-0.980925514,2.20273E-05
cg00685229,-0.892220421,2.20278E-05
cg09826395,-1.425637404,2.20298E-05
cg02059796,0.92411798,2.20334E-05
cg10085057,-1.018580856,2.20359E-05
cg06145909,-0.938143811,2.20369E-05
cg15524516,1.040387213,2.20385E-05
cg23473955,0.795982639,2.20418E-05
cg05365835,-1.052459661,2.2043E-05
cg08694107,0.863615661,2.20441E-05
cg07416582,-0.885338067,2.20447E-05
cg26475912,1.12613896,2.20479E-05
cg00286160,-1.071458011,2.20535E-05
cg01133856,-0.930864858,2.20546E-05
cg21999229,-0.804360968,2.20556E-05
cg05524152,-1.360420033,2.20824E-05
cg12026625,1.09205465,2.20858E-05
cg01582947,0.880960116,2.20906E-05
cg11540735,1.034253175,2.20908E-05
cg00178437,0.978808248,2.20977E-05
cg11275626,1.218767132,2.21023E-05
cg15945999,-0.772086707,2.21052E-05
cg11334070,1.08506021,2.21061E-05
cg00359110,-0.979514692,2.21073E-05
cg06545648,0.979836999,2.21099E-05
cg00035945,1.013663655,2.21105E-05
cg17944263,-1.147312241,2.21113E-05
